"","ID","gpa","cm1relf","cm1marf","cm1cohf","m1f8","m1f9","mx1j2","cm1hhinc","cm1hhimp","cm1inpov","cm1povca","m1e3a","cm2mint","cm2fdiff","cm2samp","cm1citsm","cm1bsex","m1a10","cm1fint","m1b0","cm1numb","innatsm","incitysm","m1a4","cf1fint","challengeID","cm1relf.1","cm1marf.1","cm1cohf.1","m1e3a.1","cm1numb.1","m1b0.1","m1f8.1","m1f9.1","mx1j2.1","cf1fint.1","cm2mint.1","cm2fdiff.1","cm2samp.1","cm1hhinc.1","cm1hhimp.1","cm1inpov.1","cm1povca.1","challengeID.1","cm1citsm.1","innatsm.1","m1a10.1","cm1fint.1","cm1bsex.1","m1a4.1","incitysm.1","cm1relf.2","cm1marf.2","cm1bsex.2","cm1numb.2","m1b0.2","cm1hhinc.2","cm1hhimp.2","cm1inpov.2","cm1povca.2","m1f8.2","m1f9.2","mx1j2.2","cf1fint.2","cm2mint.2","cm2fdiff.2","cm2samp.2","cm1cohf.2","m1e3a.2","challengeID.2","cm1citsm.2","m1a4.2","incitysm.2","m1a10.2","cm1fint.2","innatsm.2","incitysm.3","m1a4.3","m1a10.3","cm1bsex.3","cm1numb.3","m1b0.3","challengeID.3","cm1relf.3","cm1marf.3","cm1cohf.3","innatsm.3","m1e3a.3","cm1citsm.3","cm1fint.3","m1f8.3","m1f9.3"
"1944",3837,4,3,0,0,-2,1,-5,11225.054789252,6,1.666013555735,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1944,3,0,0,2,1,2,-2,1,-5,1,1,0,-7,11225.054789252,6,1.666013555735,2,1944,1,1,2,1,2,2,1,3,0,2,1,2,11225.054789252,6,1.666013555735,2,-2,1,-5,1,1,0,-7,0,2,1944,1,2,1,2,1,1,1,2,2,2,1,2,1944,3,0,0,1,2,1,1,-2,1
"1945",3838,4,3,0,0,1,1,-5,22847.5245995635,6,0.720347510798361,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,1945,3,0,0,1,1,2,1,1,-5,1,1,0,-7,22847.5245995635,6,0.720347510798361,3,1945,1,1,2,1,1,2,1,3,0,1,1,2,22847.5245995635,6,0.720347510798361,3,1,1,-5,1,1,0,-7,0,1,1945,1,2,1,2,1,1,1,2,2,1,1,2,1945,3,0,0,1,1,1,1,1,1
"1953",3852,3,3,0,0,1,2,-5,2120.85848276957,4,0.133698866402815,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,1953,3,0,0,1,1,2,1,2,-5,1,1,0,-7,2120.85848276957,4,0.133698866402815,1,1953,1,1,2,1,1,2,1,3,0,1,1,2,2120.85848276957,4,0.133698866402815,1,1,2,-5,1,1,0,-7,0,1,1953,1,2,1,2,1,1,1,2,2,1,1,2,1953,3,0,0,1,1,1,1,1,2
"1955",3854,3.5,2,0,1,1,1,-5,7031.37092242807,4,0.554175491937432,2,2,0,0,6,1,2,2,1,2,1,1,1,2,1,1955,2,0,1,2,1,2,1,1,-5,1,0,0,6,7031.37092242807,4,0.554175491937432,2,1955,1,1,2,1,2,2,1,2,0,2,1,2,7031.37092242807,4,0.554175491937432,2,1,1,-5,1,0,0,6,1,2,1955,1,2,1,2,1,1,1,2,2,2,1,2,1955,2,0,1,1,2,1,1,1,1
"1958",3857,2.75,2,0,1,-2,2,-5,45547.289733917,4,2.42608452509295,3,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,1958,2,0,1,1,1,2,-2,2,-5,1,1,0,-7,45547.289733917,4,2.42608452509295,3,1958,1,0,2,1,2,2,1,2,0,2,1,2,45547.289733917,4,2.42608452509295,3,-2,2,-5,1,1,0,-7,1,1,1958,1,2,1,2,1,0,1,2,2,2,1,2,1958,2,0,1,0,1,1,1,-2,2
"1959",3858,2.5,1,1,0,-2,1,-5,55820.0263638821,4,4.59821575015234,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1959,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,55820.0263638821,4,4.59821575015234,5,1959,1,1,1,1,1,1,1,1,1,1,1,2,55820.0263638821,4,4.59821575015234,5,-2,1,-5,1,1,0,-7,0,2,1959,1,1,1,1,1,1,1,1,1,1,1,2,1959,1,1,0,1,2,1,1,-2,1
"1961",3863,3.25,1,1,0,2,2,-5,53621.460439094,4,5.35010744607661,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1961,1,1,0,2,1,2,2,2,-5,1,1,0,-7,53621.460439094,4,5.35010744607661,5,1961,1,1,1,1,2,1,1,1,1,2,1,2,53621.460439094,4,5.35010744607661,5,2,2,-5,1,1,0,-7,0,2,1961,1,1,1,1,1,1,1,1,1,2,1,2,1961,1,1,0,1,2,1,1,2,2
"1963",3866,3,3,0,0,1,1,-5,30758.6883474007,4,1.55562575042187,3,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1963,3,0,0,1,1,2,1,1,-5,0,1,0,-7,30758.6883474007,4,1.55562575042187,3,1963,1,1,2,0,1,2,1,3,0,1,1,2,30758.6883474007,4,1.55562575042187,3,1,1,-5,0,1,0,-7,0,1,1963,1,2,1,2,0,1,1,2,2,1,1,2,1963,3,0,0,1,1,1,0,1,1
"1965",3869,2,2,0,1,2,2,-5,24234.9488519148,4,0.0201807048367014,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1965,2,0,1,2,1,2,2,2,-5,1,1,0,-7,24234.9488519148,4,0.0201807048367014,1,1965,1,1,2,1,2,2,1,2,0,2,1,2,24234.9488519148,4,0.0201807048367014,1,2,2,-5,1,1,0,-7,1,2,1965,1,2,1,2,1,1,1,2,2,2,1,2,1965,2,0,1,1,2,1,1,2,2
"1966",3871,1.5,1,1,0,2,1,-5,146671.262467494,4,7.46024441532991,5,1,1,0,-7,1,2,1,1,2,1,1,1,1,1,1966,1,1,0,1,1,2,2,1,-5,1,1,0,-7,146671.262467494,4,7.46024441532991,5,1966,1,1,1,1,2,1,1,1,1,2,1,2,146671.262467494,4,7.46024441532991,5,2,1,-5,1,1,0,-7,0,1,1966,1,1,1,1,1,1,1,1,1,2,1,2,1966,1,1,0,1,1,1,1,2,1
"1967",3873,3.25,4,0,0,-2,-2,-5,14473.4042826956,6,1.24268219348444,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1967,4,0,0,2,1,2,-2,-2,-5,1,1,0,-7,14473.4042826956,6,1.24268219348444,2,1967,1,1,2,1,2,2,1,4,0,2,1,2,14473.4042826956,6,1.24268219348444,2,-2,-2,-5,1,1,0,-7,0,2,1967,1,2,1,2,1,1,1,2,2,2,1,2,1967,4,0,0,1,2,1,1,-2,-2
"1968",3874,2.25,3,0,0,-2,2,-5,3868.1027913911,4,0,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1968,3,0,0,2,1,2,-2,2,-5,1,1,0,-7,3868.1027913911,4,0,1,1968,1,1,2,1,2,2,1,3,0,2,1,2,3868.1027913911,4,0,1,-2,2,-5,1,1,0,-7,0,2,1968,1,2,1,2,1,1,1,2,2,2,1,2,1968,3,0,0,1,2,1,1,-2,2
"1969",3882,3,2,0,1,-2,2,-5,57700.4503967107,4,4.46158493335199,5,2,0,0,5,1,2,2,1,2,1,1,1,2,1,1969,2,0,1,2,1,2,-2,2,-5,1,0,0,5,57700.4503967107,4,4.46158493335199,5,1969,1,1,2,1,2,2,1,2,0,2,1,2,57700.4503967107,4,4.46158493335199,5,-2,2,-5,1,0,0,5,1,2,1969,1,2,1,2,1,1,1,2,2,2,1,2,1969,2,0,1,1,2,1,1,-2,2
"1971",3887,3.25,1,1,0,-2,1,-5,30955.8772471456,4,2.12229925138899,4,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1971,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,30955.8772471456,4,2.12229925138899,4,1971,1,1,1,1,2,1,1,1,1,2,1,2,30955.8772471456,4,2.12229925138899,4,-2,1,-5,1,1,0,-7,0,2,1971,1,1,1,1,1,1,1,1,1,2,1,2,1971,1,1,0,1,2,1,1,-2,1
"1972",3888,2.5,2,0,1,2,2,-5,1040.96490053942,4,1.36189218876458,1,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1972,2,0,1,1,1,2,2,2,-5,0,1,0,-7,1040.96490053942,4,1.36189218876458,1,1972,1,1,2,0,1,2,1,2,0,1,1,2,1040.96490053942,4,1.36189218876458,1,2,2,-5,0,1,0,-7,1,1,1972,1,2,1,2,0,1,1,2,2,1,1,2,1972,2,0,1,1,1,1,0,2,2
"1973",3894,2.75,1,1,0,-2,-2,-5,61522.6371268317,3,4.62372004511077,5,2,0,0,5,1,1,1,0,2,1,1,1,1,0,1973,1,1,0,2,1,2,-2,-2,-5,0,0,0,5,61522.6371268317,3,4.62372004511077,5,1973,1,1,1,0,1,1,1,1,1,1,1,2,61522.6371268317,3,4.62372004511077,5,-2,-2,-5,0,0,0,5,0,2,1973,1,1,1,1,0,1,1,1,1,1,1,2,1973,1,1,0,1,2,1,0,-2,-2
"1974",3895,3.75,1,1,0,-2,-2,-5,19597.5863797235,3,2.12087716277391,3,2,0,0,7,1,1,1,1,2,1,1,1,1,1,1974,1,1,0,2,1,2,-2,-2,-5,1,0,0,7,19597.5863797235,3,2.12087716277391,3,1974,1,1,1,1,1,1,1,1,1,1,1,2,19597.5863797235,3,2.12087716277391,3,-2,-2,-5,1,0,0,7,0,2,1974,1,1,1,1,1,1,1,1,1,1,1,2,1974,1,1,0,1,2,1,1,-2,-2
"1978",3905,3.75,1,1,0,1,1,-5,47099.7116485604,4,3.5077347623007,5,2,0,0,5,1,2,1,1,2,1,1,1,1,1,1978,1,1,0,2,1,2,1,1,-5,1,0,0,5,47099.7116485604,4,3.5077347623007,5,1978,1,1,1,1,2,1,1,1,1,2,1,2,47099.7116485604,4,3.5077347623007,5,1,1,-5,1,0,0,5,0,2,1978,1,1,1,1,1,1,1,1,1,2,1,2,1978,1,1,0,1,2,1,1,1,1
"1980",3909,3,4,0,0,-2,1,-5,60890.3924649204,4,4.03462237395758,5,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1980,4,0,0,1,1,2,-2,1,-5,0,1,0,-7,60890.3924649204,4,4.03462237395758,5,1980,1,1,2,0,1,2,1,4,0,1,1,2,60890.3924649204,4,4.03462237395758,5,-2,1,-5,0,1,0,-7,0,1,1980,1,2,1,2,0,1,1,2,2,1,1,2,1980,4,0,0,1,1,1,0,-2,1
"1981",3911,3.25,1,1,0,-2,-2,-5,59127.5805982887,4,4.45379888053946,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1981,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,59127.5805982887,4,4.45379888053946,5,1981,1,1,1,1,1,1,1,1,1,1,1,2,59127.5805982887,4,4.45379888053946,5,-2,-2,-5,1,1,0,-7,0,2,1981,1,1,1,1,1,1,1,1,1,1,1,2,1981,1,1,0,1,2,1,1,-2,-2
"1984",3920,3,1,1,0,2,2,-5,40641.2926518327,4,1.91667246454392,4,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1984,1,1,0,2,1,2,2,2,-5,1,1,0,-7,40641.2926518327,4,1.91667246454392,4,1984,1,1,1,1,2,1,1,1,1,2,1,2,40641.2926518327,4,1.91667246454392,4,2,2,-5,1,1,0,-7,0,2,1984,1,1,1,1,1,1,1,1,1,2,1,2,1984,1,1,0,1,2,1,1,2,2
"1986",3924,2.5,3,0,0,1,1,-5,23784.2833033866,6,0.285661209728527,3,1,1,0,-7,1,2,2,0,2,1,0,1,2,0,1986,3,0,0,1,1,2,1,1,-5,0,1,0,-7,23784.2833033866,6,0.285661209728527,3,1986,1,0,2,0,2,2,1,3,0,2,1,2,23784.2833033866,6,0.285661209728527,3,1,1,-5,0,1,0,-7,0,1,1986,1,2,1,2,0,0,1,2,2,2,1,2,1986,3,0,0,0,1,1,0,1,1
"1990",3928,3,3,0,0,-2,-2,-5,16648.3342637065,6,1.54779521079244,3,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1990,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,16648.3342637065,6,1.54779521079244,3,1990,1,1,2,1,2,2,1,3,0,2,1,2,16648.3342637065,6,1.54779521079244,3,-2,-2,-5,1,1,0,-7,0,1,1990,1,2,1,2,1,1,1,2,2,2,1,2,1990,3,0,0,1,1,1,1,-2,-2
"1991",3930,2,3,0,0,2,1,-5,43009.4801657241,4,3.30027899227435,5,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,1991,3,0,0,1,1,2,2,1,-5,1,1,0,-7,43009.4801657241,4,3.30027899227435,5,1991,1,0,2,1,2,2,1,3,0,2,1,2,43009.4801657241,4,3.30027899227435,5,2,1,-5,1,1,0,-7,0,1,1991,1,2,1,2,1,0,1,2,2,2,1,2,1991,3,0,0,0,1,1,1,2,1
"1992",3932,2.25,4,0,0,-2,-2,-5,114501.557041834,4,4.66391794139301,5,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1992,4,0,0,2,1,2,-2,-2,-5,1,1,0,-7,114501.557041834,4,4.66391794139301,5,1992,1,1,2,1,1,2,1,4,0,1,1,2,114501.557041834,4,4.66391794139301,5,-2,-2,-5,1,1,0,-7,0,2,1992,1,2,1,2,1,1,1,2,2,1,1,2,1992,4,0,0,1,2,1,1,-2,-2
"1993",3934,3.25,2,0,1,1,1,-5,9022.67335664574,4,0.575659874838397,1,1,1,0,-7,0,2,2,1,2,1,0,0,2,1,1993,2,0,1,1,1,2,1,1,-5,1,1,0,-7,9022.67335664574,4,0.575659874838397,1,1993,0,0,2,1,2,2,0,2,0,2,1,2,9022.67335664574,4,0.575659874838397,1,1,1,-5,1,1,0,-7,1,1,1993,0,2,0,2,1,0,0,2,2,2,1,2,1993,2,0,1,0,1,0,1,1,1
"1994",3938,3.5,3,0,0,2,2,-5,19385.6790349782,4,1.035070596668,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1994,3,0,0,2,1,2,2,2,-5,1,1,0,-7,19385.6790349782,4,1.035070596668,2,1994,1,1,2,1,2,2,1,3,0,2,1,2,19385.6790349782,4,1.035070596668,2,2,2,-5,1,1,0,-7,0,2,1994,1,2,1,2,1,1,1,2,2,2,1,2,1994,3,0,0,1,2,1,1,2,2
"1995",3939,3.25,2,0,1,2,1,-5,9387.88289415523,4,1.35703733998968,2,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1995,2,0,1,1,1,2,2,1,-5,1,1,0,-7,9387.88289415523,4,1.35703733998968,2,1995,1,1,2,1,2,2,1,2,0,2,1,2,9387.88289415523,4,1.35703733998968,2,2,1,-5,1,1,0,-7,1,1,1995,1,2,1,2,1,1,1,2,2,2,1,2,1995,2,0,1,1,1,1,1,2,1
"1998",3944,2.5,5,0,0,-2,-2,-5,114185.585128742,4,6.03536640324344,5,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1998,5,0,0,1,1,2,-2,-2,-5,1,1,0,-7,114185.585128742,4,6.03536640324344,5,1998,1,1,2,1,2,2,1,5,0,2,1,2,114185.585128742,4,6.03536640324344,5,-2,-2,-5,1,1,0,-7,0,1,1998,1,2,1,2,1,1,1,2,2,2,1,2,1998,5,0,0,1,1,1,1,-2,-2
"2001",3949,3,2,0,1,-2,2,-5,17463.1604087581,4,0.865854384335066,2,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,2001,2,0,1,2,1,2,-2,2,-5,1,1,0,-7,17463.1604087581,4,0.865854384335066,2,2001,1,1,2,1,1,2,1,2,0,1,1,2,17463.1604087581,4,0.865854384335066,2,-2,2,-5,1,1,0,-7,1,2,2001,1,2,1,2,1,1,1,2,2,1,1,2,2001,2,0,1,1,2,1,1,-2,2
"2003",3955,3.25,1,1,0,-2,1,-5,70327.8983454409,4,6.77239940028281,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,2003,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,70327.8983454409,4,6.77239940028281,5,2003,1,1,1,1,1,1,1,1,1,1,1,2,70327.8983454409,4,6.77239940028281,5,-2,1,-5,1,1,0,-7,0,2,2003,1,1,1,1,1,1,1,1,1,1,1,2,2003,1,1,0,1,2,1,1,-2,1
"2004",3956,1.5,2,0,1,-2,-2,-5,0,4,0.807933485481932,3,1,0,0,7,1,2,2,1,2,1,1,1,2,1,2004,2,0,1,1,1,2,-2,-2,-5,1,0,0,7,0,4,0.807933485481932,3,2004,1,1,2,1,2,2,1,2,0,2,1,2,0,4,0.807933485481932,3,-2,-2,-5,1,0,0,7,1,1,2004,1,2,1,2,1,1,1,2,2,2,1,2,2004,2,0,1,1,1,1,1,-2,-2
"2010",3968,1.75,4,0,0,-2,1,-5,26810.0446450799,4,2.09205176293838,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,2010,4,0,0,2,1,2,-2,1,-5,1,1,0,-7,26810.0446450799,4,2.09205176293838,3,2010,1,1,2,1,2,2,1,4,0,2,1,2,26810.0446450799,4,2.09205176293838,3,-2,1,-5,1,1,0,-7,0,2,2010,1,2,1,2,1,1,1,2,2,2,1,2,2010,4,0,0,1,2,1,1,-2,1
"2011",3973,2.25,1,1,0,2,2,-5,57642.0294284128,2,5.70077791329572,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,2011,1,1,0,2,1,2,2,2,-5,1,1,0,-7,57642.0294284128,2,5.70077791329572,5,2011,1,1,1,1,2,1,1,1,1,2,1,2,57642.0294284128,2,5.70077791329572,5,2,2,-5,1,1,0,-7,0,2,2011,1,1,1,1,1,1,1,1,1,2,1,2,2011,1,1,0,1,2,1,1,2,2
"2012",3976,3,2,0,1,1,1,-5,118029.567405024,4,6.52893091569376,5,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,2012,2,0,1,1,1,2,1,1,-5,1,1,0,-7,118029.567405024,4,6.52893091569376,5,2012,1,1,2,1,2,2,1,2,0,2,1,2,118029.567405024,4,6.52893091569376,5,1,1,-5,1,1,0,-7,1,1,2012,1,2,1,2,1,1,1,2,2,2,1,2,2012,2,0,1,1,1,1,1,1,1
"2015",3983,2.5,2,0,1,-2,-2,-5,63459.2166430098,2,4.35334217206814,5,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,2015,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,63459.2166430098,2,4.35334217206814,5,2015,1,1,2,1,2,2,1,2,0,2,1,2,63459.2166430098,2,4.35334217206814,5,-2,-2,-5,1,1,0,-7,1,2,2015,1,2,1,2,1,1,1,2,2,2,1,2,2015,2,0,1,1,2,1,1,-2,-2
"2016",3988,2.5,2,0,1,-2,-2,-5,79371.4916063736,4,5.94743991688539,5,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,2016,2,0,1,1,1,2,-2,-2,-5,0,1,0,-7,79371.4916063736,4,5.94743991688539,5,2016,1,1,2,0,1,2,1,2,0,1,1,2,79371.4916063736,4,5.94743991688539,5,-2,-2,-5,0,1,0,-7,1,1,2016,1,2,1,2,0,1,1,2,2,1,1,2,2016,2,0,1,1,1,1,0,-2,-2
"2018",3993,3.25,1,1,0,-2,-2,-5,122727.961885536,4,8.32369222257602,5,2,0,0,5,1,2,1,0,2,1,1,1,1,0,2018,1,1,0,2,1,2,-2,-2,-5,0,0,0,5,122727.961885536,4,8.32369222257602,5,2018,1,1,1,0,2,1,1,1,1,2,1,2,122727.961885536,4,8.32369222257602,5,-2,-2,-5,0,0,0,5,0,2,2018,1,1,1,1,0,1,1,1,1,2,1,2,2018,1,1,0,1,2,1,0,-2,-2
"2019",4002,2.25,3,0,0,-2,-2,-5,1550.31040760124,6,0,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,2019,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,1550.31040760124,6,0,1,2019,1,1,2,1,2,2,1,3,0,2,1,2,1550.31040760124,6,0,1,-2,-2,-5,1,1,0,-7,0,1,2019,1,2,1,2,1,1,1,2,2,2,1,2,2019,3,0,0,1,1,1,1,-2,-2
"2020",4007,2.75,1,1,0,-2,-2,-5,127668.718728845,4,8.18401132254575,5,1,1,0,-7,1,2,1,1,2,1,1,1,1,1,2020,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,127668.718728845,4,8.18401132254575,5,2020,1,1,1,1,2,1,1,1,1,2,1,2,127668.718728845,4,8.18401132254575,5,-2,-2,-5,1,1,0,-7,0,1,2020,1,1,1,1,1,1,1,1,1,2,1,2,2020,1,1,0,1,1,1,1,-2,-2
"2021",4008,2.5,2,0,1,1,-2,-5,53803.5470787515,4,5.72822606137293,5,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,2021,2,0,1,1,1,2,1,-2,-5,1,1,0,-7,53803.5470787515,4,5.72822606137293,5,2021,1,1,2,1,2,2,1,2,0,2,1,2,53803.5470787515,4,5.72822606137293,5,1,-2,-5,1,1,0,-7,1,1,2021,1,2,1,2,1,1,1,2,2,2,1,2,2021,2,0,1,1,1,1,1,1,-2
"2022",4013,4,2,0,1,2,-2,-5,18609.3145262944,4,0.657468189528851,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2022,2,0,1,1,1,2,2,-2,-5,1,1,0,-7,18609.3145262944,4,0.657468189528851,3,2022,1,1,2,1,1,2,1,2,0,1,1,2,18609.3145262944,4,0.657468189528851,3,2,-2,-5,1,1,0,-7,1,1,2022,1,2,1,2,1,1,1,2,2,1,1,2,2022,2,0,1,1,1,1,1,2,-2
"2024",4016,3,5,0,0,-2,-2,-5,711.585998638128,4,0.587656029776456,1,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,2024,5,0,0,1,1,2,-2,-2,-5,0,1,0,-7,711.585998638128,4,0.587656029776456,1,2024,1,1,2,0,1,2,1,5,0,1,1,2,711.585998638128,4,0.587656029776456,1,-2,-2,-5,0,1,0,-7,0,1,2024,1,2,1,2,0,1,1,2,2,1,1,2,2024,5,0,0,1,1,1,0,-2,-2
"2026",4021,2.25,3,0,0,2,-2,-5,16202.8602736967,6,2.38975381036007,4,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,2026,3,0,0,2,1,2,2,-2,-5,1,1,0,-7,16202.8602736967,6,2.38975381036007,4,2026,1,1,2,1,2,2,1,3,0,2,1,2,16202.8602736967,6,2.38975381036007,4,2,-2,-5,1,1,0,-7,0,2,2026,1,2,1,2,1,1,1,2,2,2,1,2,2026,3,0,0,1,2,1,1,2,-2
"2027",4024,2.75,3,0,0,-2,1,-5,63661.0253016571,4,2.35660045818066,5,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,2027,3,0,0,2,1,2,-2,1,-5,1,1,0,-7,63661.0253016571,4,2.35660045818066,5,2027,1,1,2,1,2,2,1,3,0,2,1,2,63661.0253016571,4,2.35660045818066,5,-2,1,-5,1,1,0,-7,0,2,2027,1,2,1,2,1,1,1,2,2,2,1,2,2027,3,0,0,1,2,1,1,-2,1
"2028",4025,3.25,2,0,1,-2,-2,-5,16336.2420584744,4,1.53161279200829,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,2028,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,16336.2420584744,4,1.53161279200829,3,2028,1,1,2,1,1,2,1,2,0,1,1,2,16336.2420584744,4,1.53161279200829,3,-2,-2,-5,1,1,0,-7,1,2,2028,1,2,1,2,1,1,1,2,2,1,1,2,2028,2,0,1,1,2,1,1,-2,-2
"2029",4027,3,3,0,0,-2,-2,-5,35781.4001067202,4,2.15305546880115,4,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,2029,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,35781.4001067202,4,2.15305546880115,4,2029,1,1,2,1,1,2,1,3,0,1,1,2,35781.4001067202,4,2.15305546880115,4,-2,-2,-5,1,1,0,-7,0,2,2029,1,2,1,2,1,1,1,2,2,1,1,2,2029,3,0,0,1,2,1,1,-2,-2
"2030",4028,3.25,1,1,0,1,1,-5,34181.9629646622,4,2.76999413073089,5,2,1,0,-7,1,1,1,1,2,1,0,1,1,1,2030,1,1,0,2,1,2,1,1,-5,1,1,0,-7,34181.9629646622,4,2.76999413073089,5,2030,1,0,1,1,1,1,1,1,1,1,1,2,34181.9629646622,4,2.76999413073089,5,1,1,-5,1,1,0,-7,0,2,2030,1,1,1,1,1,0,1,1,1,1,1,2,2030,1,1,0,0,2,1,1,1,1
"2036",4036,2,2,0,1,2,2,-5,18996.3937130667,4,2.77509799325958,4,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,2036,2,0,1,1,1,2,2,2,-5,1,1,0,-7,18996.3937130667,4,2.77509799325958,4,2036,1,1,2,1,2,2,1,2,0,2,1,2,18996.3937130667,4,2.77509799325958,4,2,2,-5,1,1,0,-7,1,1,2036,1,2,1,2,1,1,1,2,2,2,1,2,2036,2,0,1,1,1,1,1,2,2
"2037",4040,2.75,3,0,0,-2,1,-5,7499.34097228216,4,0,1,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,2037,3,0,0,2,1,2,-2,1,-5,1,1,0,-7,7499.34097228216,4,0,1,2037,1,1,2,1,1,2,1,3,0,1,1,2,7499.34097228216,4,0,1,-2,1,-5,1,1,0,-7,0,2,2037,1,2,1,2,1,1,1,2,2,1,1,2,2037,3,0,0,1,2,1,1,-2,1
"2039",4043,3,3,0,0,1,1,-5,4902.51088121786,4,0.574638017102578,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2039,3,0,0,1,1,2,1,1,-5,1,1,0,-7,4902.51088121786,4,0.574638017102578,1,2039,1,1,2,1,1,2,1,3,0,1,1,2,4902.51088121786,4,0.574638017102578,1,1,1,-5,1,1,0,-7,0,1,2039,1,2,1,2,1,1,1,2,2,1,1,2,2039,3,0,0,1,1,1,1,1,1
"2041",4049,2,2,0,1,2,1,-5,0,4,0.335323133190627,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,2041,2,0,1,2,1,2,2,1,-5,1,1,0,-7,0,4,0.335323133190627,1,2041,1,1,2,1,2,2,1,2,0,2,1,2,0,4,0.335323133190627,1,2,1,-5,1,1,0,-7,1,2,2041,1,2,1,2,1,1,1,2,2,2,1,2,2041,2,0,1,1,2,1,1,2,1
"2043",4053,3,4,0,0,2,2,-5,10449.7264048797,4,1.46436216032336,3,1,0,0,5,1,1,2,0,2,1,0,1,2,0,2043,4,0,0,1,1,2,2,2,-5,0,0,0,5,10449.7264048797,4,1.46436216032336,3,2043,1,0,2,0,1,2,1,4,0,1,1,2,10449.7264048797,4,1.46436216032336,3,2,2,-5,0,0,0,5,0,1,2043,1,2,1,2,0,0,1,2,2,1,1,2,2043,4,0,0,0,1,1,0,2,2
"2045",4056,1.75,3,0,0,-2,-2,-5,17732.3748653326,6,0.553350658984595,2,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,2045,3,0,0,1,1,2,-2,-2,-5,0,1,0,-7,17732.3748653326,6,0.553350658984595,2,2045,1,1,2,0,1,2,1,3,0,1,1,2,17732.3748653326,6,0.553350658984595,2,-2,-2,-5,0,1,0,-7,0,1,2045,1,2,1,2,0,1,1,2,2,1,1,2,2045,3,0,0,1,1,1,0,-2,-2
"2049",4063,2.75,6,0,0,-2,-2,-5,10096.6412000476,4,0.00452066039874088,1,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,2049,6,0,0,1,1,2,-2,-2,-5,0,1,0,-7,10096.6412000476,4,0.00452066039874088,1,2049,1,1,2,0,1,2,1,6,0,1,1,2,10096.6412000476,4,0.00452066039874088,1,-2,-2,-5,0,1,0,-7,0,1,2049,1,2,1,2,0,1,1,2,2,1,1,2,2049,6,0,0,1,1,1,0,-2,-2
